['positive', 'words', ',', 'and', 'that']	[0.0, 0.0, 0.0, 0.09779634395895956, 0.07749405749531281, 0.03425587787579416, 0.2568731091572074, 0.2307616141659416, 0.22244129562845064, 0.045333487319952716, 0.03504421439838108]
['just', 'another', 'drunk', '.', '']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.481671533079659, 0.25915441971991465, 0.25917404720042647]
['', 'If', 'someone', 'wants', 'you']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
['on', 'runners', ',', 'and']	[0.0, 0.0, 0.0, 0.0, 0.23463416068897927, 0.15557836459661353, 0.1749943398462645, 0.15720593122931142, 0.09821889862827873, 0.1303963921570593, 0.04897191285349327]
['she', 'might', 'die', 'in', 'her']	[0.0, 0.0, 0.0, 0.08932908726462699, 0.2831383319357562, 0.28160988051246977, 0.18770632483741662, 0.10539107871867978, 0.0, 0.033126792932163925, 0.019698503798886633]
['will', 'let', 'me', 'make', 'the']	[0.0, 0.0, 0.0, 0.0, 0.19015289916767758, 0.2521685417753543, 0.06303085423990436, 0.11324736726534386, 0.09097010924767295, 0.17798100802847344, 0.11244922027557361]
['', 'He', 'vowed', 'that', 'in']	[0.0, 0.0, 0.0, 0.0, 0.24890667368230107, 0.27507001477651294, 0.3300249501717902, 0.07411936818391167, 0.02976955307605784, 0.029121736298065692, 0.012987703811360525]
['going', 'far', ',', 'and', 'I']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.367328678248828, 0.21999281798512332, 0.1767173151047233, 0.043217940126894755, 0.19274324853443042]
['in', 'the', 'October', 'number', ',']	[0.0, 0.0, 0.0, 0.0, 0.2006664004134521, 0.3548144943503157, 0.06651581275210205, 0.14938597863158148, 0.09599982144817053, 0.1291273010341136, 0.0034901913702647166]
['go', 'outside', 'for', 'a', 'moment']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.200594760953028, 0.41895129373466244, 0.18127294000309457, 0.19918100530921506]
['a', 'defence', ',', 'repeating', 'it']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3298758873876564, 0.4302632549459766, 0.23986085766636697]
['you', 'now', ',', 'here', 'in']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.22675845779256792, 0.5101152300816922, 0.10183585220171873, 0.08180339043480102, 0.020005815660413075, 0.05948125382880673]
['join', 'the', 'trifling', 'from', 'very']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.2880334699258957, 0.1439909635935991, 0.25870817924995676, 0.10390842585546468, 0.15247090387176193, 0.05288805750332187]
['', '"', 'Best', 'not', 'go']	[0.0, 0.0, 0.0, 0.13117529134775077, 0.10394361545798583, 0.3675822288502717, 0.034454667290261504, 0.12380921717399829, 0.12431787912779797, 0.02432251827123468, 0.09039458248069925]
['She', 'cried', 'a', 'little', 'then']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.28533327024393323, 0.3056059125891896, 0.18684725411425762, 0.22221356305261952]
['', 'He', 'put', 'some', 'papers']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10968273701056548, 0.0, 0.4749031576087075, 0.11614219138313406, 0.29927191399759295]
['of', 'the', 'four', 'evangelists']	[0.0, 0.14377750362634623, 0.2805214255087434, 0.1273147679250529, 0.07846574356386485, 0.10901127933147593, 0.0966063434389942, 0.04339308973172469, 0.03753840880390851, 0.03541005021493553, 0.04796138785495384]
['when', 'another', 'telegram', 'arrived', '.']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05684349263382373, 0.5106527560649852, 0.16408023648978182, 0.22070080726559904, 0.04772270754581023]
['nothing', ',', 'since', 'I']	[0.30181286288321624, 0.0, 0.07749698310552831, 0.07816008587958449, 0.1238684790002562, 0.09582207134672423, 0.07185369320256012, 0.05532828790151049, 0.040740773700897945, 0.09782397399043717, 0.05709278898928467]
['in', 'our', 'beds', '?', '']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.270300117664151, 0.2698041658954731, 0.17338408858180665, 0.20141314384224235, 0.08509848401632683]
['is', 'full', 'of', 'courage', ',']	[0.0, 0.0, 0.0, 0.0, 0.19951844032918029, 0.14699362219480974, 0.418856856642808, 0.05941255218055594, 0.12726750871266612, 0.015562254237462806, 0.03238876570251697]
['should', 'it', 'happen', 'again', '.']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38153200842965646, 0.306479605896775, 0.0, 0.31198838567356857]
['last', 'words', 'of', 'hers', ':']	[0.0, 0.0, 0.0, 0.22987012390883346, 0.3642992749528821, 0.1610367539960222, 0.0, 0.0, 0.0, 0.21311255463353884, 0.03168129250872351]
['', 'It', 'is', 'shown', 'as']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.1874113349600693, 0.23422224781902856, 0.0, 0.16902216961263325, 0.330688138945877, 0.07865610866239195]
['was', 'lighted', 'up', ',', 'and']	[0.13337489497314858, 0.10970490876956979, 0.16267272854956866, 0.14679467557879106, 0.14368997133094552, 0.10283780100315704, 0.06577417402919059, 0.06010690235434696, 0.03764443374136492, 0.025617566107520168, 0.011781943562396655]
['try', 'to', 'have', 'it', 'in']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.36922148709499447, 0.13843328100015914, 0.12436135289791496, 0.09989782661176094, 0.19544788972175156, 0.0726381626734189]
['who', 'hit', 'him', '.', '"']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1583447166339598, 0.0, 0.2666219436307055, 0.2980799654639947, 0.2769533742713399]
['such', 'occasions', 'it', 'was', 'the']	[0.0, 0.0, 0.0, 0.0, 0.2591993377953743, 0.2673482674496031, 0.1718359883143664, 0.10291242023561442, 0.041334091634292816, 0.12130385501104993, 0.03606603955969896]
['maintained', 'by', 'his', 'mother', ',']	[0.0, 0.0, 0.0, 0.0, 0.3293264682550918, 0.0, 0.0, 0.0, 0.0, 0.26971518665335115, 0.40095834509155703]
['who', 'never', 'stood', 'a', 'chance']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2341636335044649, 0.7658363664955351]
['off', ':', '--', '"']	[0.0, 0.0, 0.2690126343099203, 0.0678286100883607, 0.16124265991641987, 0.2613473406645447, 0.08907974090790594, 0.06401973291431379, 0.012856550747834036, 0.05030711473894947, 0.024305615711751147]
['when', 'he', 'had', 'little', 'or']	[0.0, 0.4989036891284984, 0.0, 0.0, 0.0, 0.03438781073873133, 0.15471745713705906, 0.18532029434422606, 0.05582450114316338, 0.05460970129812748, 0.0162365462101942]
['Not', 'one', 'stain', 'had']	[0.0, 0.0, 0.0, 0.0, 0.13168705487318583, 0.2910581672557091, 0.3928582123960837, 0.03921373887169776, 0.031499876732761174, 0.07703601573135553, 0.03664693413920695]
['says', 'that', 'he', 'is', 'eat']	[0.0, 0.0, 0.0, 0.16076760121943862, 0.0, 0.16893991403406416, 0.08445484136771732, 0.37934946912282047, 0.1218905603987859, 0.044714285113147734, 0.039883328744025705]
['nothing', 'you', 'have', 'not']	[0.42716065178464663, 0.0, 0.0, 0.0, 0.0, 0.009687038248233895, 0.12348763596222971, 0.06525585450633689, 0.10483832616757643, 0.11024870399771167, 0.15932178933326463]
['great', 'deal', 'and', 'always', 'with']	[0.0, 0.0, 0.39418842356140343, 0.0, 0.0, 0.0, 0.0, 0.1876182333149609, 0.15071124030218808, 0.09214475327403727, 0.17533734954741018]
['was', 'not', 'completely', 'destroyed', '.']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4179137878228955, 0.0, 0.0, 0.24584757643261038, 0.3362386357444941]
['from', 'all', 'sorts', 'of', 'cares']	[0.0, 0.0, 0.0, 0.0, 0.23632379197727776, 0.10446580316958966, 0.3916766599599987, 0.0, 0.0, 0.1935468958857172, 0.0739868490074168]
['way', 'that', 'reminds', 'us', 'of']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.11911038205997947, 0.08931680070668883, 0.0, 0.0, 0.4728843045011836, 0.318688512732148]
['on', 'a', 'commercial', 'airliner']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09506992772641112, 0.1860022122637344, 0.7189278600098544]
['in', ',', '"', 'he', 'cried']	[0.0, 0.0, 0.0, 0.11220394713383039, 0.07620915154665577, 0.19089805092683626, 0.2399832738135566, 0.1966773678015495, 0.11241476826983195, 0.05349819147895779, 0.018115249028781644]
['maintain', 'a', 'line', 'of', 'separation']	[0.0, 0.2144062315342547, 0.25099423842100527, 0.16876124673182907, 0.03343170416141845, 0.1477832509934712, 0.07757232294903194, 0.03982113863155906, 0.02399084468245447, 0.023468778675491228, 0.019770243219484798]
['only', 'one', 'more', 'instance']	[0.0, 0.0, 0.0, 0.0, 0.18373890556899086, 0.18274703707202686, 0.19794052961530345, 0.2051764732254553, 0.08790162225146948, 0.09136308992922454, 0.05113234233752952]
['troubled', 'pool', 'behind', 'the', 'embankment']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.5950521371790133, 0.2028223821670336, 0.1457641726731377, 0.029272607020971127, 0.014317802155841327, 0.01277089880400282]
['she', 'answered', 'gravely', '.', '']	[0.0, 0.0, 0.01703965242655315, 0.0343709043538924, 0.06808896760200452, 0.2016592989124162, 0.27986505626290825, 0.17436943809073385, 0.12052419468324052, 0.05576420475132791, 0.04831828291692334]
['really', 'anything', '.', '"', '']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0759549557476178, 0.0, 0.2558318349886487, 0.3699113804752415, 0.1608274310531824, 0.1374743977353095]
['from', 'the', 'clock', ',', 'the']	[0.0, 0.0, 0.07824403370439917, 0.2761973501537041, 0.2813907119890706, 0.13820824427391884, 0.05181881711880852, 0.06517191110597283, 0.059830551386039404, 0.02194821587823998, 0.02719016438984662]
['writers', 'of', 'the', 'time', '--']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.24990469068637552, 0.24985997098010446, 0.05611534271531829, 0.09015342220401971, 0.24252686958337757, 0.1114397038308045]
['you', 'go', 'out', ',', 'do']	[0.0, 0.0, 0.0, 0.0, 0.08358822629854312, 0.11084932823824575, 0.08312211905877448, 0.1991270520538843, 0.17995063710133527, 0.1369158949026293, 0.2064467423465877]
['lot', 'of', 'time', 'for', 'thought']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12493284982072131, 0.4014276100630242, 0.19634606158095178, 0.2772934785353028]
['side', ',', 'or', 'on', 'his']	[0.0, 0.0, 0.18615998320316823, 0.28162929106585466, 0.26035767994159686, 0.11508986851854926, 0.04931540293993343, 0.022151213147613265, 0.04448443987411643, 0.0304614881805578, 0.010350633128610068]
['in', 'the', 'morning', 'saying', 'that']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.2522592231682232, 0.3152676026566486, 0.22657618346107417, 0.09100282267083801, 0.022255626389728785, 0.09263854165348737]
['Moon', 'who', 'always', 'bites', 'the']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2878501801627116, 0.12929491224332904, 0.24234207538115968, 0.16933461213938894, 0.17117822007341094]
['whispered', ',', 'full', 'of', 'awe']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1208868962630142, 0.6515914897753985, 0.17447160271383932, 0.021334364647464413, 0.03171564660028337]
['LIVING', 'OR', 'DEAD', ',', 'IS']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018989265053814576, 0.5643915232037826, 0.20144545669245198, 0.21517375504995084]
['whipped', 'on', 'the', 'damaged', 'spelling']	[0.0, 0.0, 0.0, 0.0, 0.08777513309479701, 0.11640173467528697, 0.14547613116084385, 0.18296360309263182, 0.1259762035995295, 0.16431310525820153, 0.17709408911870936]
['not', 'perceive', 'the', 'movement']	[0.0, 0.0, 0.0, 0.0, 0.22694544638387026, 0.15048022545981038, 0.26329327056887397, 0.06757975931034409, 0.08142888752092146, 0.11948536395745987, 0.09078704679871985]
['in', 'African', '-', 'American', 'communities']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11036997247145078, 0.0, 0.0, 0.8896300275285491]
['Naples', 'and', 'Rome', ',']	[0.0, 0.0, 0.07206907314947897, 0.14537146404666954, 0.23038539350178505, 0.15276114374269173, 0.08591276676781105, 0.11148167211777191, 0.08955174973652993, 0.06738693038267611, 0.04507980655458554]
['of', 'total', 'darkness', '.']	[0.0, 0.09916305535687353, 0.19347506351762295, 0.11707831949667262, 0.07731095096234888, 0.0273399492061741, 0.05125323150565479, 0.04604327199631959, 0.12205363559205763, 0.14472438804927415, 0.12155813431700185]
['was', 'that', 'after', 'a', 'while']	[0.0, 0.0, 0.0, 0.0, 0.10340033832635356, 0.13712287663751277, 0.11996104654078073, 0.1231621094504545, 0.16076854664664136, 0.21170968810583082, 0.1438753942924262]
['you', 'need', 'a', 'little', 'more']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.02132496332135296, 0.1758994650777603, 0.028730736231063963, 0.19617166697083338, 0.1919027652205884, 0.38597040317840087]
['is', 'not', 'back', 'in', 'half']	[0.0, 0.0, 0.0, 0.0, 0.1995849708447661, 0.4411279140672029, 0.0, 0.11886472724230843, 0.14322369010475927, 0.0, 0.09719869774096335]
['Life', 'and', 'Times', 'of', 'the']	[0.0, 0.0, 0.0, 0.12338196699791056, 0.22812572195620873, 0.10564388003121424, 0.09002128582748534, 0.019408920423006838, 0.10913649983459273, 0.16141333338874278, 0.16286839154083887]
['it', 'turns', 'out', 'better', 'than']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21011784708636627, 0.0, 0.4953358360408666, 0.2945463168727671]
['Mr.', 'and', 'Mrs.', 'Dinsmore', ',']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.5475612008521622, 0.0, 0.0, 0.0, 0.0, 0.45243879914783786]
['who', 'tried', 'to', 'pull', 'them']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.114468383077635, 0.20566503778170392, 0.3304159983091079, 0.12120967453100619, 0.2282409063005471]
['I', 'believe', 'you', 'will', 'always']	[0.0, 0.0, 0.16755208715225714, 0.08449287311798488, 0.33476177647791444, 0.05919193756607698, 0.22193004503880343, 0.01993705592348784, 0.016015172795912563, 0.07049999608073616, 0.025619055846826572]
['79', ',', '1', '.', '']	[0.0, 0.0, 0.4032156728882224, 0.0, 0.1288971779500563, 0.1566905496374537, 0.08545227835985607, 0.10555316751767567, 0.05395692944868973, 0.052782769927500556, 0.013451454270545742]
[',', 'after', 'all', ',', 'take']	[0.0, 0.0, 0.0, 0.0, 0.08254963841464827, 0.10034935148522893, 0.18470097580634676, 0.20279829125850427, 0.16784170026162282, 0.13038561135763754, 0.13137443141601143]
['we', 'have', 'to', 'put', 'them']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.053961161994074414, 0.048475937730024114, 0.15576031329191692, 0.4190197139996138, 0.3227828729843707]
['So', 'you', 'will', 'not', 'be']	[0.0, 0.0, 0.05611268476607631, 0.11318562567212281, 0.12332177169469682, 0.08424859998229313, 0.05945895807823477, 0.09013760239198366, 0.12872238471199635, 0.10886941429374745, 0.2359429584088487]
['Isabella', 'of', 'his', 'purpose', '.']	[0.0, 0.6087272884681886, 0.0, 0.0, 0.0, 0.041957594709133725, 0.0, 0.197850471726173, 0.02270438025846087, 0.12215669988553435, 0.0066035649525095115]
['sitting', 'in', 'the', 'chair', 'on']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07641942227734948, 0.06865128582827794, 0.35845334242104215, 0.21578647432110193, 0.2806894751522284]
['knew', 'of', 'only', 'one', 'such']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.47983165344810147, 0.07823166868668167, 0.44193667786521695]
['in', ',', 'unless', 'it', "'s"]	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15686351749590913, 0.1409181312122089, 0.3961918352115583, 0.166101550404295, 0.13992496567602877]
['it', 'had', 'its', 'own', 'entrance']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.251686416280906, 0.7483135837190941]
['screaming', '"', 'murder', ',', '"']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1158407493384042, 0.416261529145311, 0.3761745408163068, 0.06133143120931879, 0.030391749490659235]
['with', 'the', 'love', 'they', 'had']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14930297563911765, 0.4381619576857966, 0.4125350666750858]
['shot', ',', '"', 'he', 'remarked']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5384995377177023, 0.3455430998014656, 0.0, 0.027152997330105975, 0.0888043651507262]
['us', 'no', 'offence', 'and', 'leaving']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3942651258193916, 0.5059822123400455, 0.04064488053493067, 0.0, 0.05910778130563232]
['so', 'marvellous', ',', 'and', 'the']	[0.0, 0.0, 0.0, 0.0, 0.2449434796694626, 0.054138047466005326, 0.28417388801715543, 0.10940881386556606, 0.11718220023238952, 0.14329024042098076, 0.04686333032844024]
['framed', 'pictures', 'of', 'racing', 'motors']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5616829632820854, 0.0, 0.0, 0.23790467669263174, 0.20041236002528273]
['', 'Let', 'him', 'know', ',']	[0.22530315136133983, 0.1482549571000955, 0.11570291834399485, 0.16045277891927512, 0.10402622740230573, 0.07153112838912298, 0.06896410210122551, 0.03097690445799838, 0.022118521610376446, 0.029751149068070012, 0.022918161246195622]
['was', 'empty', 'and', 'they', 'sat']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.42947600810043374, 0.0, 0.0, 0.37897398508010854, 0.19155000681945775]
['a', 'man', 'ought', 'to', ',']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.622353239241527, 0.0, 0.07485162471509334, 0.183056936634685, 0.11973819940869465]
['your', 'brother', 'is', 'not', 'going']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.34290249952206037, 0.0, 0.15399543902733742, 0.12370249525657004, 0.18151589832760087, 0.19788366786643127]
['knew', 'he', 'was', 'getting', 'too']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2721999126476462, 0.2329919867859703, 0.49480810056638347]
['seen', 'him', 'in', 'four', 'years']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16184201437344095, 0.08723433433546277, 0.2102225539438278, 0.1942230073340135, 0.34647809001325497]
['was', 'obliged', 'to', 'depart', '.']	[0.0, 0.0, 0.1608932645971206, 0.40567486869887515, 0.19287464332540002, 0.14209885765524424, 0.04262202884531251, 0.0, 0.015378700904393095, 0.022566066302725937, 0.0178915696709285]
['please', 'tell', 'us', ',', 'in']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.42772712678500174, 0.5722728732149983]
['', 'He', 'studied', 'the', 'contours']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19265238068311025, 0.47115015575764907, 0.33619746355924074]
['', '"', 'They', 'never', 'see']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10326954200462253, 0.23193013746506794, 0.14904512450935675, 0.10935130940791643, 0.40640388661303645]
['one', 'group', 'of', 'people']	[0.17762000635713865, 0.0, 0.04560777993477784, 0.05749752851064751, 0.04556117948654969, 0.048336244119243386, 0.033225221212649036, 0.035274711790470405, 0.14167854241328912, 0.18443858480904526, 0.2307602013661891]
['a', 'terminal', 'case', '.', '']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7525282692938239, 0.24747173070617606]
['get', 'her', 'to', 'kiss', 'him']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20795929696186558, 0.1670509471479741, 0.1634157428818754, 0.46157401300828493]
[',', 'a', 'light', 'bulb', 'went']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.2780187583491609, 0.0, 0.0, 0.0, 0.0, 0.7219812416508392]
['of', 'the', 'elder', 'Seneca']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18893172372896683, 0.0, 0.0, 0.5334888610243528, 0.2775794152466804]
['just', 'so', 'I', 'understand', ',']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10081057338615909, 0.8991894266138409]
['only', 'we', 'had', 'our']	[0.0, 0.0, 0.0, 0.0, 0.11347646557251674, 0.0, 0.0, 0.0337909940603429, 0.35287015002041744, 0.2788083774877155, 0.22105401285900747]
['Sarge', ',', 'we', "'ve", 'got']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15743676213500502, 0.842563237864995]
['said', 'to', 'Cora', ',', '"']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15044514999127154, 0.0, 0.3256979116544482, 0.3186103826214226, 0.20524655573285766]
['It', 'was', 'said', 'to', 'me']	[0.0, 0.0, 0.0, 0.0, 0.18728821547872754, 0.08278986085355983, 0.16555009170498225, 0.22308255530816118, 0.13439944511083451, 0.1460830798472516, 0.06080675169648305]
['I', 'will', 'say', 'making', 'love']	[0.0, 0.0, 0.0, 0.0, 0.15054378868339727, 0.13309432508188745, 0.1497043217762169, 0.4482889243647925, 0.03601045517326283, 0.03522682980324894, 0.04713135511719406]
['I', 'do', 'hear', 'sometimes', 'is']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13073614028941258, 0.6263820631022686, 0.15723887806174272, 0.030763438947294733, 0.05487947959928133]
['go', 'away', 'until', 'she', 'was']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23860062008974406, 0.0, 0.4687347254207109, 0.2926646544895449]
['sharp', ',', 'jagged', 'edges', 'of']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.675809173949523, 0.0, 0.0, 0.14627939064549006, 0.07154809864521834, 0.10636333675976856]
['other', 'city', '.', '"']	[0.0, 0.0, 0.0, 0.07546347087115245, 0.11959487060046056, 0.0, 0.1387493123364758, 0.10683879362258883, 0.1573406761186261, 0.21688273201720532, 0.18513014443349093]
['suspension', 'of', 'disbelief', 'for', 'the']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.11268979232377407, 0.056334813409141135, 0.24038944544932517, 0.29473410595936944, 0.1938706016204621, 0.1019812412379282]
['', 'You', "'re", 'as', 'nice']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25243964236081, 0.12347314514979987, 0.62408721248939]
['of', 'philosophy', 'and', 'law']	[0.0, 0.0, 0.6138769138460919, 0.0, 0.0, 0.0, 0.08131067386486421, 0.07304533515220248, 0.11735269930398179, 0.0717493632308107, 0.04266501460204881]
['were', 'better', ',', 'and', 'if']	[0.0, 0.0, 0.0, 0.4764483478468682, 0.15101552539463586, 0.100133537250526, 0.10011561864979295, 0.04496936607854315, 0.09030823947056035, 0.026502911165831533, 0.010506454143242144]
['when', 'we', "'d", 'all', 'had']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14930297563911765, 0.4381619576857966, 0.4125350666750858]
['is', 'Phoebus', '.', '"', '']	[0.0, 0.0, 0.0, 0.17702366899940672, 0.21041096979905743, 0.3410409344036853, 0.0929945198552139, 0.08354150257605408, 0.03355389091850477, 0.04923558445467365, 0.012198928993403949]
['a', 'lock', 'of', 'his', 'beard']	[0.5204155447237765, 0.17122304723893297, 0.0, 0.0, 0.02669828306736524, 0.035405545424087435, 0.0707984194126177, 0.12720333084032043, 0.025545187456982553, 0.012494648658417365, 0.010215993177499756]
['own', 'particular', 'regiment', 'of']	[0.0, 0.0, 0.45465221071334755, 0.11463561035114417, 0.2270938314240524, 0.12046289184554396, 0.030110333841712904, 0.02704957814847273, 0.0, 0.021255731156778195, 0.004739812518947906]
['were', ',', 'then', 'it', 'was']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18902364312565625, 0.0, 0.14853598523792835, 0.6624403716364154]
['One', 'old', 'vicar', "'s"]	[0.0, 0.0, 0.0, 0.0, 0.1411723590152111, 0.18721370048878946, 0.18718019915004797, 0.37834443369468573, 0.033768785484151166, 0.03303394120371604, 0.03928658096339853]
['interfere', 'with', 'me', 'again', ',']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.3103390429902004, 0.0, 0.0, 0.16793278284759477, 0.08213919445470552, 0.4395889797074994]
['I', "'", 've', 'never', 'believed']	[0.0, 0.0, 0.0, 0.0, 0.08423734261393298, 0.0, 0.1116901543357214, 0.10033670081511155, 0.12089871299147228, 0.29566957467567523, 0.2871675145680866]
['manner', ',', 'I', 'felt', 'certain']	[0.0, 0.0, 0.0, 0.12287340461306297, 0.4868259024961836, 0.08607962572454654, 0.0645481665223282, 0.08698013863935734, 0.06986999261413737, 0.045566365403788826, 0.03725640398659524]
['"', 'The', 'winter', 'is', 'over']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.489546452554448, 0.0, 0.04711121819747221, 0.3027505376737548, 0.11106088786049988, 0.04953090371382513]
['us', 'at', 'the', 'door', ',']	[0.27074343433174414, 0.04453894230890104, 0.0868990438143561, 0.074496206006043, 0.13195158514420155, 0.09516766324220494, 0.09783633662838453, 0.04032652406851432, 0.04734472956439163, 0.05525233641497721, 0.055443198476281604]
['where', 'was', 'I', 'supposed', 'to']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5214271797945256, 0.4785728202054745]
['now', ',', 'save', 'yourself']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.4198362871566702, 0.0, 0.2828189067610137, 0.0, 0.0, 0.2973448060823161]
["'ve", 'just', 'been', 'too', 'busy']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17804734671939748, 0.2264247040065049, 0.5955279492740977]
['would', 'be', 'on', 'safe', 'ground']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.4960787153090935, 0.0, 0.0, 0.0, 0.32824991716318486, 0.17567136752772156]
['I', 'reckon', 'that', 'this', 'afternoon']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.05922567023984294, 0.1776452159432536, 0.3191746844535148, 0.19229159548007368, 0.17243153415162701, 0.07923129973168788]
['on', 'her', 'phone', 'again']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
["'s", 'natural', 'grace', '.', '']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11891335233327058, 0.4273026043144917, 0.0, 0.04197213922360573, 0.41181190412863206]
['please', 'at', 'once', '.', '']	[0.0, 0.0, 0.0, 0.0, 0.457213271850099, 0.06736964747108337, 0.0, 0.22691475974701217, 0.03645552383699819, 0.19614217317676388, 0.015904623918043193]
['of', 'the', 'Shepperton', 'choir']	[0.0, 0.0, 0.0, 0.1801807300363296, 0.42832692780956116, 0.0, 0.23663248778538395, 0.0, 0.0, 0.10022731537485183, 0.054632538993873436]
['general', 'sat', ',', 'now', 'busily']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.21979402944554377, 0.0824080117324372, 0.2961245086334798, 0.17840466991729054, 0.1454353305876251, 0.07783344968362362]
['', '"', 'Then', 'go', 'do']	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3546164980850095, 0.31386160637414273, 0.3315218955408478]
